# Wavelength	Spectral Flux Density
# (nm)		(W/m^2/nm)
1476.000000	0.060477
1477.000000	0.061316
1478.000000	0.055817
1479.000000	0.10545
1480.000000	0.05352
1481.000000	0.10168
1482.000000	0.051621
1483.000000	0.13097
1484.000000	0.1212
1485.000000	0.11026
1486.000000	0.10881
1487.000000	0.053501
1488.000000	0.083052
1489.000000	0.16712
1490.000000	0.15398
1491.000000	0.17418
1492.000000	0.14486
1493.000000	0.15994
1494.000000	0.17936
1495.000000	0.1608
1496.000000	0.14847
1497.000000	0.20115
1498.000000	0.16707
1499.000000	0.19157
1500.000000	0.22055
1501.000000	0.23362
1502.000000	0.20559
1503.000000	0.16285
1504.000000	0.14123
1505.000000	0.16206
1506.000000	0.22677
1507.000000	0.22453
1508.000000	0.21391
1509.000000	0.16464
1510.000000	0.23804
1511.000000	0.23297
1512.000000	0.22939
1513.000000	0.21334
1514.000000	0.19942
1515.000000	0.23464
1516.000000	0.22681
1517.000000	0.22018
1518.000000	0.22269
1519.000000	0.21587
1520.000000	0.23359
1521.000000	0.24285
1522.000000	0.23294
1523.000000	0.24726
1524.000000	0.24318
1525.000000	0.2286
1526.000000	0.23622
1527.000000	0.23159
1528.000000	0.24663
1529.000000	0.24061
1530.000000	0.22541
1531.000000	0.23824
1532.000000	0.24587
1533.000000	0.24477
1534.000000	0.23753
1535.000000	0.23573
1536.000000	0.2426
1537.000000	0.2415
1538.000000	0.24031
1539.000000	0.24114
1540.000000	0.23403
1541.000000	0.23771
1542.000000	0.23793
1543.000000	0.24042
1544.000000	0.24045
1545.000000	0.24481
1546.000000	0.24284
1547.000000	0.24131
1548.000000	0.2357
1549.000000	0.24242
1550.000000	0.2393
1551.000000	0.23991
1552.000000	0.24103
1553.000000	0.24058
1554.000000	0.23475
1555.000000	0.23729
1556.000000	0.23331
1557.000000	0.23999
1558.000000	0.23809
1559.000000	0.23773
1560.000000	0.23561
1561.000000	0.23945
1562.000000	0.23727
1563.000000	0.23648
1564.000000	0.23291
1565.000000	0.23701
1566.000000	0.23273
1567.000000	0.23328
1568.000000	0.22809
1569.000000	0.22571
1570.000000	0.2144
1571.000000	0.2085
1572.000000	0.21085
1573.000000	0.20759
1574.000000	0.2141
1575.000000	0.21255
1576.000000	0.21881
1577.000000	0.19156
1578.000000	0.20853
1579.000000	0.20991
1580.000000	0.21691
1581.000000	0.2205
1582.000000	0.2145
1583.000000	0.21946
1584.000000	0.22076
1585.000000	0.23011
1586.000000	0.22739
1587.000000	0.22502
1588.000000	0.22328
1589.000000	0.2066
1590.000000	0.21502
1591.000000	0.21517
1592.000000	0.22432
1593.000000	0.22972
1594.000000	0.22787
1595.000000	0.22964
1596.000000	0.21744
1597.000000	0.21959
1598.000000	0.22607
1599.000000	0.21525
1600.000000	0.21179
1601.000000	0.19858
1602.000000	0.1994
1603.000000	0.19926
1604.000000	0.20322
1605.000000	0.21066
1606.000000	0.21472
1607.000000	0.20724
1608.000000	0.20455
1609.000000	0.20222
1610.000000	0.19359
1611.000000	0.20177
1612.000000	0.20528
1613.000000	0.211
1614.000000	0.21205
1615.000000	0.21441
1616.000000	0.20503
1617.000000	0.20872
1618.000000	0.21661
1619.000000	0.21437
1620.000000	0.20858
1621.000000	0.20842
1622.000000	0.21199
1623.000000	0.21638
1624.000000	0.21659
1625.000000	0.21225
1626.000000	0.21395
1627.000000	0.2149
1628.000000	0.21534
1629.000000	0.21544
1630.000000	0.2111
1631.000000	0.21264
1632.000000	0.21278
1633.000000	0.20785
1634.000000	0.20797
1635.000000	0.20875
1636.000000	0.21028
1637.000000	0.20279
1638.000000	0.19662
1639.000000	0.19678
1640.000000	0.19221
1641.000000	0.19621
1642.000000	0.1973
1643.000000	0.19245
1644.000000	0.19975
1645.000000	0.195
1646.000000	0.19436
1647.000000	0.20344
1648.000000	0.19354
1649.000000	0.19541
1650.000000	0.2013
1651.000000	0.1864
1652.000000	0.19994
1653.000000	0.19909
1654.000000	0.19293
1655.000000	0.1987
1656.000000	0.19755
1657.000000	0.19865
1658.000000	0.20101
1659.000000	0.19774
1660.000000	0.20013
1661.000000	0.20061
1662.000000	0.19637
1663.000000	0.19929
1664.000000	0.19807
1665.000000	0.18986
1666.000000	0.16042
1667.000000	0.18889
1668.000000	0.19239
1669.000000	0.19292
1670.000000	0.19876
1671.000000	0.19619
1672.000000	0.18963
1673.000000	0.19396
1674.000000	0.1935
1675.000000	0.19158
1676.000000	0.18965
1677.000000	0.19042
1678.000000	0.18763
1679.000000	0.1911
1680.000000	0.18443
1681.000000	0.17447
1682.000000	0.1827
1683.000000	0.18756
1684.000000	0.17766
1685.000000	0.1913
1686.000000	0.18866
1687.000000	0.18382
1688.000000	0.18855
1689.000000	0.18591
1690.000000	0.18419
1691.000000	0.17329
1692.000000	0.18587
1693.000000	0.18968
1694.000000	0.18381
1695.000000	0.1882
1696.000000	0.1878
1697.000000	0.16261
1698.000000	0.18618
1699.000000	0.18505
1700.000000	0.17988
1702.000000	0.18366
1705.000000	0.17813
1710.000000	0.16927
1715.000000	0.17087
1720.000000	0.16848
1725.000000	0.1605
1730.000000	0.15691
1735.000000	0.14563
1740.000000	0.15205
1745.000000	0.14
1750.000000	0.1498
1755.000000	0.13839
1760.000000	0.14466
1765.000000	0.12019
1770.000000	0.12819
1775.000000	0.10393
1780.000000	0.091223
1785.000000	0.069898
1790.000000	0.080708
1795.000000	0.04263
1800.000000	0.028918
1805.000000	0.013464
1810.000000	0.008808
1815.000000	0.002983
1820.000000	0.00090016
1825.000000	0.0011616
1830.000000	4.7438e-06
1835.000000	5.8518e-06
1840.000000	5.7169e-08
1845.000000	5.7133e-06
1850.000000	2.7354e-06
1855.000000	2.5906e-07
1860.000000	1.0178e-05
1865.000000	1.5554e-05
1870.000000	2.4436e-10
1875.000000	4.1396e-10
1880.000000	7.1195e-05
1885.000000	4.0337e-05
1890.000000	0.00020535
1895.000000	0.00011918
1900.000000	7.9418e-07
1905.000000	5.2186e-07
1910.000000	2.1293e-05
1915.000000	1.8432e-05
1920.000000	0.00041648
1925.000000	0.00086504
1930.000000	0.00051039
1935.000000	0.0033194
1940.000000	0.0030317
1945.000000	0.010032
1950.000000	0.015481
1955.000000	0.0092857
1960.000000	0.020259
1965.000000	0.026407
1970.000000	0.045137
1975.000000	0.062678
1980.000000	0.069726
1985.000000	0.076668
1990.000000	0.079015
1995.000000	0.074942
2000.000000	0.035299
2005.000000	0.013885
2010.000000	0.036787
2015.000000	0.024676
2020.000000	0.041653
2025.000000	0.068525
2030.000000	0.078581
2035.000000	0.089266
2040.000000	0.08318
2045.000000	0.084593
2050.000000	0.063129
2055.000000	0.051047
2060.000000	0.064322
2065.000000	0.057532
2070.000000	0.061074
2075.000000	0.072012
2080.000000	0.080716
2085.000000	0.07913
2090.000000	0.083028
2095.000000	0.083635
2100.000000	0.080275
2105.000000	0.086804
2110.000000	0.083539
2115.000000	0.08542
2120.000000	0.081611
2125.000000	0.082698
2130.000000	0.083758
2135.000000	0.084002
2140.000000	0.084736
2145.000000	0.083544
2150.000000	0.079029
2155.000000	0.079215
2160.000000	0.078595
2165.000000	0.071261
2170.000000	0.076662
2175.000000	0.07522
2180.000000	0.076492
2185.000000	0.069716
2190.000000	0.074005
2195.000000	0.073943
2200.000000	0.066668
2205.000000	0.069302
2210.000000	0.074267
2215.000000	0.071432
2220.000000	0.072802
2225.000000	0.070682
2230.000000	0.070993
2235.000000	0.069627
2240.000000	0.06867
2245.000000	0.066548
2250.000000	0.067617
2255.000000	0.063648
2260.000000	0.062961
2265.000000	0.064115
2270.000000	0.061052
2275.000000	0.060263
2280.000000	0.062398
2285.000000	0.059388
2290.000000	0.059526
2295.000000	0.057801
2300.000000	0.055503
2305.000000	0.055838
2310.000000	0.060268
2315.000000	0.054869
2320.000000	0.049109
2325.000000	0.053054
2330.000000	0.053631
2335.000000	0.05471
2340.000000	0.043269
2345.000000	0.04861
2350.000000	0.039289
2355.000000	0.044901
2360.000000	0.047516
2365.000000	0.046737
2370.000000	0.029159
2375.000000	0.041763
2380.000000	0.040257
2385.000000	0.029169
2390.000000	0.035116
2395.000000	0.038414
2400.000000	0.041861
2405.000000	0.031866
2410.000000	0.032075
2415.000000	0.025904
2420.000000	0.025234
2425.000000	0.031403
2430.000000	0.042818
2435.000000	0.014135
2440.000000	0.041095
2445.000000	0.019776
2450.000000	0.012946
2455.000000	0.023684
2460.000000	0.0318
2465.000000	0.023026
2470.000000	0.015954
2475.000000	0.015698
2480.000000	0.0076721
2485.000000	0.0053554
2490.000000	0.0033526
2495.000000	0.0027474
2500.000000	0.0067449
2505.000000	0.0014505
2510.000000	0.002116
2515.000000	0.00049615
2520.000000	0.0003543
2525.000000	3.9575e-05
2530.000000	6.0793e-07
2535.000000	1.6731e-07
2540.000000	3.6047e-07
2545.000000	5.1368e-11
2550.000000	2.6963e-13
2555.000000	9.9693e-10
2560.000000	2.963e-11
2565.000000	1.5226e-14
2570.000000	0.0
2575.000000	0.0
2580.000000	0.0
2585.000000	0.0
2590.000000	0.0
2595.000000	0.0
2600.000000	0.0
2605.000000	0.0
2610.000000	0.0
2615.000000	0.0
2620.000000	0.0
2625.000000	0.0
2630.000000	0.0
2635.000000	3.7256e-16
2640.000000	1.119e-16
2645.000000	0.0
2650.000000	0.0
2655.000000	0.0
2660.000000	0.0
2665.000000	0.0
2670.000000	0.0
2675.000000	0.0
2680.000000	0.0
2685.000000	0.0
2690.000000	0.0
2695.000000	0.0
2700.000000	0.0
2705.000000	0.0
2710.000000	0.0
2715.000000	0.0
2720.000000	0.0
2725.000000	0.0
2730.000000	0.0
2735.000000	0.0
2740.000000	0.0
2745.000000	0.0
2750.000000	0.0
2755.000000	0.0
2760.000000	0.0
2765.000000	0.0
2770.000000	0.0
2775.000000	0.0
2780.000000	0.0
2785.000000	0.0
2790.000000	1.2116e-16
2795.000000	3.5699e-16
2800.000000	1.6111e-12
2805.000000	6.5963e-14
2810.000000	3.9343e-10
2815.000000	2.8054e-10
2820.000000	2.0127e-11
2825.000000	1.7247e-07
2830.000000	3.8218e-06
2835.000000	2.0847e-10
2840.000000	1.9217e-07
2845.000000	3.9766e-05
2850.000000	1.1335e-06
2855.000000	4.3979e-07
2860.000000	2.4855e-05
2865.000000	0.00016434
2870.000000	6.1887e-06
2875.000000	0.000384
2880.000000	0.0002424
2885.000000	0.00044506
2890.000000	0.00018285
2895.000000	0.0026159
2900.000000	0.00079676
2905.000000	0.00010894
2910.000000	0.0026725
2915.000000	0.0012353
2920.000000	0.0028422
2925.000000	0.0010638
2930.000000	0.0057788
2935.000000	0.006372
2940.000000	0.0015976
2945.000000	0.0014225
2950.000000	0.0051321
2955.000000	0.0022964
2960.000000	0.0045189
2965.000000	0.0073113
2970.000000	0.00034634
2975.000000	0.00083972
2980.000000	0.0013152
2985.000000	0.0068436
2990.000000	0.010103
2995.000000	0.0042021
3000.000000	0.0077121
3005.000000	0.0028406
3010.000000	0.0067295
3015.000000	0.0054589
3020.000000	0.00062349
3025.000000	0.0073824
3030.000000	0.0059771
3035.000000	0.0024583
3040.000000	0.0019914
3045.000000	0.0041408
3050.000000	0.0010154
3055.000000	0.00028476
3060.000000	0.0061978
3065.000000	0.0028634
3070.000000	0.0017204
3075.000000	0.0059224
3080.000000	0.0035621
3085.000000	0.0017376
3090.000000	0.0023407
3095.000000	0.00064492
3100.000000	0.0043321
3105.000000	0.00090707
3110.000000	0.00083234
3115.000000	0.0022318
3120.000000	0.0096635
3125.000000	0.0029805
3130.000000	0.0056686
3135.000000	0.011261
3140.000000	0.0032703
3145.000000	0.0031989
3150.000000	0.0065651
3155.000000	0.005544
3160.000000	0.0090796
3165.000000	0.0138
3170.000000	0.012321
3175.000000	0.009086
3180.000000	0.010455
3185.000000	0.007955
3190.000000	0.0041719
3195.000000	0.0026499
3200.000000	0.00043144
3205.000000	0.00030478
3210.000000	0.00013415
3215.000000	0.00048949
3220.000000	0.0015828
3225.000000	0.00019551
3230.000000	0.00033522
3235.000000	0.0071737
3240.000000	0.0036887
3245.000000	0.00072275
3250.000000	0.0025662
3255.000000	0.0097826
3260.000000	0.0012056
3265.000000	0.0024079
3270.000000	0.001199
3275.000000	0.005829
3280.000000	0.002818
3285.000000	0.010947
3290.000000	0.008614
3295.000000	0.0012034
3300.000000	0.0017503
3305.000000	0.0038769
3310.000000	0.0038593
3315.000000	1.5883e-05
3320.000000	5.9061e-05
3325.000000	0.0034644
3330.000000	0.0045899
3335.000000	0.0089301
3340.000000	0.0034075
3345.000000	0.0034875
3350.000000	0.0079077
3355.000000	0.0035773
3360.000000	0.0051638
3365.000000	0.0070869
3370.000000	0.0038827
3375.000000	0.0083363
3380.000000	0.00504
3385.000000	0.0073856
3390.000000	0.0097313
3395.000000	0.0094277
3400.000000	0.012354
3405.000000	0.0044047
3410.000000	0.0069938
3415.000000	0.0071889
3420.000000	0.013006
3425.000000	0.0098846
3430.000000	0.0085835
3435.000000	0.01141
3440.000000	0.0079355
3445.000000	0.011177
3450.000000	0.011014
3455.000000	0.0082115
3460.000000	0.012382
3465.000000	0.0097009
3470.000000	0.01212
3475.000000	0.010813
3480.000000	0.011091
3485.000000	0.011949
3490.000000	0.010294
3495.000000	0.012117
3500.000000	0.011773
3505.000000	0.011667
3510.000000	0.011817
3515.000000	0.011349
3520.000000	0.011963
3525.000000	0.011275
3530.000000	0.010976
3535.000000	0.0093255
3540.000000	0.0089053
3545.000000	0.0094086
3550.000000	0.010398
3555.000000	0.0089368
3560.000000	0.010648
3565.000000	0.010703
3570.000000	0.0082224
3575.000000	0.0085238
3580.000000	0.010044
3585.000000	0.0090383
3590.000000	0.0093188
3595.000000	0.0095327
3600.000000	0.010116
3605.000000	0.010211
3610.000000	0.0093423
3615.000000	0.0093357
3620.000000	0.011446
3625.000000	0.01009
3630.000000	0.0098099
3635.000000	0.010158
3640.000000	0.011322
3645.000000	0.010453
3650.000000	0.0099826
3655.000000	0.010825
3660.000000	0.010762
3665.000000	0.01011
3670.000000	0.00779
3675.000000	0.0047613
3680.000000	0.008214
3685.000000	0.0093038
3690.000000	0.009554
3695.000000	0.0099875
3700.000000	0.010722
3705.000000	0.010614
3710.000000	0.0092278
3715.000000	0.0090906
3720.000000	0.010233
3725.000000	0.010549
3730.000000	0.0091415
3735.000000	0.0084636
3740.000000	0.0087249
3745.000000	0.010185
3750.000000	0.0091584
3755.000000	0.0088636
3760.000000	0.0087365
3765.000000	0.0084274
3770.000000	0.0089924
3775.000000	0.0089207
3780.000000	0.0094348
3785.000000	0.0086832
3790.000000	0.0076425
3795.000000	0.008738
3800.000000	0.0097125
3805.000000	0.0091732
3810.000000	0.008128
3815.000000	0.0076465
3820.000000	0.0095163
3825.000000	0.0093684
3830.000000	0.0094534
3835.000000	0.00758
3840.000000	0.0088444
3845.000000	0.0086511
3850.000000	0.0086974
3855.000000	0.0083828
3860.000000	0.0078753
3865.000000	0.0079785
3870.000000	0.0072509
3875.000000	0.006661
3880.000000	0.0064363
3885.000000	0.0066703
3890.000000	0.0067785
3895.000000	0.0073692
3900.000000	0.0078118
3905.000000	0.0078131
3910.000000	0.0070328
3915.000000	0.0068863
3920.000000	0.0068465
3925.000000	0.0067531
3930.000000	0.0069482
3935.000000	0.0072473
3940.000000	0.007295
3945.000000	0.0074311
3950.000000	0.0075158
3955.000000	0.0076066
3960.000000	0.0076341
3965.000000	0.0076905
3970.000000	0.0075671
3975.000000	0.0073984
3980.000000	0.0072774
3985.000000	0.0073275
3990.000000	0.0072676
3995.000000	0.0071072
4000.000000	0.0070026
