# Wavelength	Extinction
# (nm)		(mag)
1521.000000	0.1032
1522.000000	0.1032
1523.000000	0.1032
1524.000000	0.1032
1525.000000	0.1032
1526.000000	0.1032
1527.000000	0.1032
1528.000000	0.1032
1529.000000	0.1032
1530.000000	0.1032
1531.000000	0.1032
1532.000000	0.1032
1533.000000	0.1032
1534.000000	0.1032
1535.000000	0.1032
1536.000000	0.1032
1537.000000	0.1032
1538.000000	0.1032
1539.000000	0.1032
1540.000000	0.1032
1541.000000	0.1032
1542.000000	0.1032
1543.000000	0.1032
1544.000000	0.1032
1545.000000	0.1032
1546.000000	0.1032
1547.000000	0.1032
1548.000000	0.1032
1549.000000	0.09946
1550.000000	0.09946
1551.000000	0.09946
1552.000000	0.09946
1553.000000	0.09946
1554.000000	0.09946
1555.000000	0.09946
1556.000000	0.09946
1557.000000	0.09946
1558.000000	0.09946
1559.000000	0.09946
1560.000000	0.09946
1561.000000	0.09946
1562.000000	0.09946
1563.000000	0.09946
1564.000000	0.09946
1565.000000	0.09946
1566.000000	0.09946
1567.000000	0.09946
1568.000000	0.09946
1569.000000	0.09946
1570.000000	0.09946
1571.000000	0.09946
1572.000000	0.09946
1573.000000	0.09946
1574.000000	0.09946
1575.000000	0.09946
1576.000000	0.09946
1577.000000	0.09946
1578.000000	0.09946
1579.000000	0.09946
1580.000000	0.09946
1581.000000	0.09946
1582.000000	0.09946
1583.000000	0.09946
1584.000000	0.09946
1585.000000	0.09584
1586.000000	0.09584
1587.000000	0.09584
1588.000000	0.09584
1589.000000	0.09584
1590.000000	0.09584
1591.000000	0.09584
1592.000000	0.09584
1593.000000	0.09584
1594.000000	0.09584
1595.000000	0.09584
1596.000000	0.09584
1597.000000	0.09584
1598.000000	0.09584
1599.000000	0.09584
1600.000000	0.09584
1601.000000	0.09584
1602.000000	0.09584
1603.000000	0.09584
1604.000000	0.09584
1605.000000	0.09584
1606.000000	0.09584
1607.000000	0.09584
1608.000000	0.09584
1609.000000	0.09584
1610.000000	0.09584
1611.000000	0.09584
1612.000000	0.09584
1613.000000	0.09584
1614.000000	0.09584
1615.000000	0.09584
1616.000000	0.09584
1617.000000	0.09584
1618.000000	0.09584
1619.000000	0.09584
1620.000000	0.09584
1621.000000	0.09584
1622.000000	0.09234
1623.000000	0.09234
1624.000000	0.09234
1625.000000	0.09234
1626.000000	0.09234
1627.000000	0.09234
1628.000000	0.09234
1629.000000	0.09234
1630.000000	0.09234
1631.000000	0.09159
1632.000000	0.09159
1633.000000	0.09159
1634.000000	0.09159
1635.000000	0.09159
1636.000000	0.09159
1637.000000	0.09159
1638.000000	0.09159
1639.000000	0.09159
1640.000000	0.09159
1641.000000	0.09159
1642.000000	0.09159
1643.000000	0.09159
1644.000000	0.09159
1645.000000	0.09159
1646.000000	0.09159
1647.000000	0.09159
1648.000000	0.09159
1649.000000	0.09159
1650.000000	0.09159
1651.000000	0.09159
1652.000000	0.09159
1653.000000	0.09159
1654.000000	0.09159
1655.000000	0.09159
1656.000000	0.09159
1657.000000	0.09159
1658.000000	0.09159
1659.000000	0.09159
1660.000000	0.08894
1661.000000	0.08894
1662.000000	0.08894
1663.000000	0.08894
1664.000000	0.08894
1665.000000	0.08894
1666.000000	0.08894
1667.000000	0.08894
1668.000000	0.08894
1669.000000	0.08894
1670.000000	0.08894
1671.000000	0.08894
1672.000000	0.08894
1673.000000	0.08894
1674.000000	0.08894
1675.000000	0.08894
1676.000000	0.08894
1677.000000	0.08894
1678.000000	0.08894
1679.000000	0.08894
1680.000000	0.08894
1681.000000	0.08894
1682.000000	0.08894
1683.000000	0.08894
1684.000000	0.08894
1685.000000	0.08894
1686.000000	0.08894
1687.000000	0.08894
1688.000000	0.08894
1689.000000	0.08894
1690.000000	0.08894
1691.000000	0.08894
1692.000000	0.08894
1693.000000	0.08894
1694.000000	0.08894
1695.000000	0.08894
1696.000000	0.08894
1697.000000	0.08894
1698.000000	0.08894
1699.000000	0.08565
1700.000000	0.08565
1702.000000	0.08565
1705.000000	0.08565
1710.000000	0.08565
1715.000000	0.08565
1720.000000	0.08565
1725.000000	0.08565
1730.000000	0.08565
1735.000000	0.08565
1740.000000	0.08247
1745.000000	0.08247
1750.000000	0.08247
1755.000000	0.08247
1760.000000	0.08247
1765.000000	0.08247
1770.000000	0.08247
1775.000000	0.08247
1780.000000	0.07939
1785.000000	0.07939
1790.000000	0.07939
1795.000000	0.07939
1800.000000	0.07939
1805.000000	0.07939
1810.000000	0.07939
1815.000000	0.07939
1820.000000	0.0764
1825.000000	0.0764
1830.000000	0.0764
1835.000000	0.0764
1840.000000	0.0764
1845.000000	0.0764
1850.000000	0.0764
1855.000000	0.0764
1860.000000	0.0764
1865.000000	0.07351
1870.000000	0.07351
1875.000000	0.07351
1880.000000	0.07267
1885.000000	0.07267
1890.000000	0.07267
1895.000000	0.07267
1900.000000	0.07267
1905.000000	0.07267
1910.000000	0.07072
1915.000000	0.07072
1920.000000	0.07072
1925.000000	0.07072
1930.000000	0.07072
1935.000000	0.07072
1940.000000	0.07072
1945.000000	0.07072
1950.000000	0.06802
1955.000000	0.06802
1960.000000	0.06802
1965.000000	0.06802
1970.000000	0.06802
1975.000000	0.06802
1980.000000	0.06802
1985.000000	0.06802
1990.000000	0.06802
1995.000000	0.06802
2000.000000	0.0654
2005.000000	0.0654
2010.000000	0.0654
2015.000000	0.0654
2020.000000	0.0654
2025.000000	0.0654
2030.000000	0.0654
2035.000000	0.0654
2040.000000	0.0654
2045.000000	0.06287
2050.000000	0.06287
2055.000000	0.06287
2060.000000	0.06287
2065.000000	0.06287
2070.000000	0.06287
2075.000000	0.06287
2080.000000	0.06287
2085.000000	0.06287
2090.000000	0.06042
2095.000000	0.06042
2100.000000	0.06042
2105.000000	0.06042
2110.000000	0.06042
2115.000000	0.06042
2120.000000	0.06042
2125.000000	0.05883
2130.000000	0.05883
2135.000000	0.05883
2140.000000	0.05805
2145.000000	0.05805
2150.000000	0.05805
2155.000000	0.05805
2160.000000	0.05805
2165.000000	0.05805
2170.000000	0.05676
2175.000000	0.05676
2180.000000	0.05676
2185.000000	0.05676
2190.000000	0.05576
2195.000000	0.05566
2200.000000	0.05566
2205.000000	0.05566
2210.000000	0.05566
2215.000000	0.05566
2220.000000	0.05566
2225.000000	0.05566
2230.000000	0.05566
2235.000000	0.05566
2240.000000	0.05353
2245.000000	0.05353
2250.000000	0.05353
2255.000000	0.05353
2260.000000	0.05353
2265.000000	0.05353
2270.000000	0.05353
2275.000000	0.05353
2280.000000	0.05353
2285.000000	0.05353
2290.000000	0.05353
2295.000000	0.05139
2300.000000	0.05139
2305.000000	0.05139
2310.000000	0.05139
2315.000000	0.05139
2320.000000	0.05139
2325.000000	0.05139
2330.000000	0.05139
2335.000000	0.05139
2340.000000	0.05139
2345.000000	0.04932
2350.000000	0.04932
2355.000000	0.04932
2360.000000	0.04932
2365.000000	0.04932
2370.000000	0.04932
2375.000000	0.04932
2380.000000	0.04932
2385.000000	0.04932
2390.000000	0.04932
2395.000000	0.04932
2400.000000	0.04732
2405.000000	0.04732
2410.000000	0.04732
2415.000000	0.04732
2420.000000	0.04732
2425.000000	0.04732
2430.000000	0.04732
2435.000000	0.04732
2440.000000	0.04732
2445.000000	0.04732
2450.000000	0.04732
2455.000000	0.04538
2460.000000	0.04538
2465.000000	0.04538
2470.000000	0.04538
2475.000000	0.04538
2480.000000	0.04538
2485.000000	0.04538
2490.000000	0.04538
2495.000000	0.04538
2500.000000	0.04538
2505.000000	0.04538
2510.000000	0.04538
2515.000000	0.04352
2520.000000	0.04352
2525.000000	0.04352
2530.000000	0.04352
2535.000000	0.04352
2540.000000	0.04352
2545.000000	0.04352
2550.000000	0.04352
2555.000000	0.04352
2560.000000	0.04352
2565.000000	0.04352
2570.000000	0.04352
2575.000000	0.04171
2580.000000	0.04171
2585.000000	0.04171
2590.000000	0.04171
2595.000000	0.04171
2600.000000	0.04171
2605.000000	0.04171
2610.000000	0.04171
2615.000000	0.04171
2620.000000	0.04171
2625.000000	0.04171
2630.000000	0.04012
2635.000000	0.03997
2640.000000	0.03997
2645.000000	0.03997
2650.000000	0.03997
2655.000000	0.03997
2660.000000	0.03997
2665.000000	0.03997
2670.000000	0.03997
2675.000000	0.03997
2680.000000	0.03997
2685.000000	0.03997
2690.000000	0.03997
2695.000000	0.0383
2700.000000	0.0383
2705.000000	0.0383
2710.000000	0.0383
2715.000000	0.0383
2720.000000	0.0383
2725.000000	0.0383
2730.000000	0.0383
2735.000000	0.0383
2740.000000	0.0383
2745.000000	0.0383
2750.000000	0.0383
2755.000000	0.03668
2760.000000	0.03668
2765.000000	0.03668
2770.000000	0.03668
2775.000000	0.03668
2780.000000	0.03668
2785.000000	0.03668
2790.000000	0.03668
2795.000000	0.03668
2800.000000	0.03668
2805.000000	0.03668
2810.000000	0.03668
2815.000000	0.03668
2820.000000	0.03513
2825.000000	0.03513
2830.000000	0.03513
2835.000000	0.03513
2840.000000	0.03513
2845.000000	0.03513
2850.000000	0.03513
2855.000000	0.03513
2860.000000	0.03513
2865.000000	0.03513
2870.000000	0.03513
2875.000000	0.03513
2880.000000	0.03513
2885.000000	0.03363
2890.000000	0.03363
2895.000000	0.03363
2900.000000	0.03363
2905.000000	0.03363
2910.000000	0.03363
2915.000000	0.03363
2920.000000	0.03363
2925.000000	0.03363
2930.000000	0.03363
2935.000000	0.03363
2940.000000	0.03363
2945.000000	0.03363
2950.000000	0.03363
2955.000000	0.03219
2960.000000	0.03219
2965.000000	0.03219
2970.000000	0.03219
2975.000000	0.03219
2980.000000	0.03219
2985.000000	0.03219
2990.000000	0.03219
2995.000000	0.03219
3000.000000	0.03219
3005.000000	0.03219
3010.000000	0.03219
3015.000000	0.03219
3020.000000	0.0308
3025.000000	0.0308
3030.000000	0.0308
3035.000000	0.0308
3040.000000	0.0308
3045.000000	0.0308
3050.000000	0.0308
3055.000000	0.0308
3060.000000	0.0308
3065.000000	0.0308
3070.000000	0.0308
3075.000000	0.0308
3080.000000	0.0308
3085.000000	0.0308
3090.000000	0.0308
3095.000000	0.02947
3100.000000	0.02947
3105.000000	0.02947
3110.000000	0.02947
3115.000000	0.02947
3120.000000	0.02947
3125.000000	0.02947
3130.000000	0.02947
3135.000000	0.02947
3140.000000	0.02947
3145.000000	0.02947
3150.000000	0.02947
3155.000000	0.02947
3160.000000	0.02947
3165.000000	0.02821
3170.000000	0.02821
3175.000000	0.02821
3180.000000	0.02821
3185.000000	0.02821
3190.000000	0.02821
3195.000000	0.02821
3200.000000	0.02821
3205.000000	0.02821
3210.000000	0.02821
3215.000000	0.02821
3220.000000	0.02821
3225.000000	0.02821
3230.000000	0.02821
3235.000000	0.02821
3240.000000	0.02701
3245.000000	0.02701
3250.000000	0.02701
3255.000000	0.02701
3260.000000	0.02701
3265.000000	0.02701
3270.000000	0.02701
3275.000000	0.02701
3280.000000	0.02701
3285.000000	0.02701
3290.000000	0.02701
3295.000000	0.02701
3300.000000	0.02701
3305.000000	0.02701
3310.000000	0.02701
3315.000000	0.02606
3320.000000	0.02606
3325.000000	0.02606
3330.000000	0.02606
3335.000000	0.02606
3340.000000	0.02606
3345.000000	0.02606
3350.000000	0.02606
3355.000000	0.02606
3360.000000	0.02606
3365.000000	0.02606
3370.000000	0.02606
3375.000000	0.02606
3380.000000	0.02606
3385.000000	0.02606
3390.000000	0.0247
3395.000000	0.0247
3400.000000	0.0247
3405.000000	0.0247
3410.000000	0.0247
3415.000000	0.0247
3420.000000	0.0247
3425.000000	0.0247
3430.000000	0.0247
3435.000000	0.0247
3440.000000	0.0247
3445.000000	0.0247
3450.000000	0.0247
3455.000000	0.02384
3460.000000	0.02384
3465.000000	0.02384
3470.000000	0.02361
3475.000000	0.02361
3480.000000	0.02361
3485.000000	0.02361
3490.000000	0.02361
3495.000000	0.02361
3500.000000	0.02361
3505.000000	0.02361
3510.000000	0.02361
3515.000000	0.02361
3520.000000	0.02361
3525.000000	0.02361
3530.000000	0.02361
3535.000000	0.02361
3540.000000	0.02361
3545.000000	0.02361
3550.000000	0.02257
3555.000000	0.02257
3560.000000	0.02257
3565.000000	0.02257
3570.000000	0.02257
3575.000000	0.02257
3580.000000	0.02257
3585.000000	0.02257
3590.000000	0.02257
3595.000000	0.02257
3600.000000	0.02257
3605.000000	0.02257
3610.000000	0.02257
3615.000000	0.02257
3620.000000	0.02257
3625.000000	0.02257
3630.000000	0.02257
3635.000000	0.02158
3640.000000	0.02158
3645.000000	0.02158
3650.000000	0.02158
3655.000000	0.02158
3660.000000	0.02158
3665.000000	0.02158
3670.000000	0.02158
3675.000000	0.02158
3680.000000	0.02158
3685.000000	0.02158
3690.000000	0.02158
3695.000000	0.02158
3700.000000	0.02158
3705.000000	0.02158
3710.000000	0.02158
3715.000000	0.02158
3720.000000	0.02063
3725.000000	0.02063
3730.000000	0.02063
3735.000000	0.02063
3740.000000	0.02063
3745.000000	0.02063
3750.000000	0.02063
3755.000000	0.02063
3760.000000	0.02063
3765.000000	0.02063
3770.000000	0.02063
3775.000000	0.02063
3780.000000	0.02063
3785.000000	0.02063
3790.000000	0.02063
3795.000000	0.02063
3800.000000	0.02063
3805.000000	0.01973
3810.000000	0.01973
3815.000000	0.01973
3820.000000	0.01973
3825.000000	0.01973
3830.000000	0.01973
3835.000000	0.01973
3840.000000	0.01973
3845.000000	0.01973
3850.000000	0.01973
3855.000000	0.01973
3860.000000	0.01973
3865.000000	0.01973
3870.000000	0.01973
3875.000000	0.01973
3880.000000	0.01973
3885.000000	0.01973
3890.000000	0.01973
3895.000000	0.01886
3900.000000	0.01886
3905.000000	0.01886
3910.000000	0.01886
3915.000000	0.01886
3920.000000	0.01886
3925.000000	0.01886
3930.000000	0.01886
3935.000000	0.01886
3940.000000	0.01886
3945.000000	0.01886
3950.000000	0.01886
3955.000000	0.01886
3960.000000	0.01886
3965.000000	0.01886
3970.000000	0.01886
3975.000000	0.01886
3980.000000	0.01886
3985.000000	0.01804
3990.000000	0.01804
3995.000000	0.01804
4000.000000	0.01804
